Categories;Categories 1;Categories 2;Categories 3;Continents;Country;En el TOP;Rank Tops;Table Names;Username;Comments;Engagement;Likes;Nº Total Channels;Rank;Suscribers;Total Suscribers;Visits
;;;;Ásia;Filipinas;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;ranzkyle;259;0,065745098;9800;1;636;15300000;15300000;421100
;;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;PlayStation;70;0,006686275;953;1;637;15300000;15300000;30600
;;;;Ásia;Tailandia;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;Thaich8;1;0,000607843;92;1;638;15300000;15300000;4000
Películas;Películas;Animación;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;leagueoflegends;602;0,077137255;11200;1;639;15300000;15300000;362400
;;;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;OyuncakAvi-oyku;0;0;0;1;640;15300000;15300000;0
Animación;Animación;Videojuegos;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;kwebbelkop;39;0,004529412;654;1;641;15300000;15300000;29700
Noticias y Política;Noticias y Política;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;BBCNews;391;0,008215686;866;1;642;15300000;15300000;54700
;;;;América del Norte;México;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;mariale;11;0,005254902;793;1;643;15300000;15300000;17200
;;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;DentalDigest;316;0,141281046;21300;1;644;15300000;15300000;505200
;;;;América del Sur;Brasil;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;zncoficial;117;0,056032895;8400;1;645;15200000;15200000;479000
Videojuegos;Videojuegos;Humor;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;woodyandkleiny;75;0,366940789;55700;1;646;15200000;15200000;633000
;;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;zeebangla;0;0,000953947;145;1;647;15200000;15200000;5700
;;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;SanjoyDasOfficial;74;0,362328947;55000;1;648;15200000;15200000;1100000
Vlogs diarios;Vlogs diarios;;;América del Sur;Colombia;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;AmaraQueLinda;208;0,589526316;89400;1;649;15200000;15200000;1800000
Ciencia y tecnología;Ciencia y tecnología;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;crashcourse;42;0,009486842;1400;1;650;15200000;15200000;42200
Moda;Moda;;;América del Norte;México;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;PPMussas;400;0,133552632;19900;1;651;15200000;15200000;497800
Noticias y Política;Noticias y Política;;;Ásia;Bangladesh;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;JamunaTVbd;19;0,002276316;327;1;652;15200000;15200000;12500
Ciencia y tecnología;Ciencia y tecnología;;;América del Norte;México;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;XpressTV;241;0,194311258;29100;1;653;15100000;15100000;1100000
Música y baile;Música y baile;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;MelanieMartinez;4100;0,641059603;92700;1;654;15100000;15100000;344600
Música y baile;Música y baile;;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;OReinoInfantil;0;0,000986755;149;1;655;15100000;15100000;84500
;;;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;vladandnikiport;0;0;0;1;656;15100000;15100000;457200
Animación;Animación;Humor;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;AdamW;524;1,090225166;164100;1;657;15100000;15100000;3600000
Películas;Películas;Videojuegos;;América del Norte;México;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;E_MasterSensei;395;0,168841060;25100;1;658;15100000;15100000;623700
Música y baile;Música y baile;;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;AadishaktiFilms;20;0,001695364;236;1;659;15100000;15100000;12200
Noticias y Política;Noticias y Política;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;Therichest;14;0,001112583;154;1;660;15100000;15100000;5100
;;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;GuiGe;4;0,018569536;2800;1;661;15100000;15100000;93600
Educación;Educación;;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;infobellskannadarhymes;0;0,002326667;349;1;662;15000000;15000000;189500
;;;;Ásia;Japón;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;spider_vambi;50;0,206333333;30900;1;663;15000000;15000000;1100000
;;;;;Irán;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;hasantarhan;4;0,03536;5300;1;664;15000000;15000000;293000
;;;;Ásia;Filipinas;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;Bebefinn;0;0,101333333;15200;1;665;15000000;15000000;2100000
Música y baile;Música y baile;;;América del Sur;Brasil;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;jorgeemateus;44;0,010293333;1500;1;666;15000000;15000000;33500
Películas;Películas;Humor;;América del Sur;Brasil;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;camilaloures;364;0,15776;23300;1;667;15000000;15000000;356000
Juguetes;Juguetes;;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;vladandnikirus;0;0,009333333;1400;1;668;15000000;15000000;657400
Animales y mascotas;Animales y mascotas;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;TheDodo;424;0,091436242;13200;1;669;14900000;14900000;416300
;;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;5MinuteCraftsRecycle;2;0,000362416;52;1;670;14900000;14900000;4800
Videojuegos;Videojuegos;Humor;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;GyanGaming;170;0,083691275;12300;1;671;14900000;14900000;106400
Música y baile;Música y baile;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;fueledbyramen;247;0,008369128;1000;1;672;14900000;14900000;49900
Animación;Animación;Videojuegos;;América del Norte;México;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;itowngameplay;163;0,021228188;3000;1;673;14900000;14900000;49500
;;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;juliagisella;6800;4,957046980;731800;1;674;14900000;14900000;13800000
Videojuegos;Videojuegos;Juguetes;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;TroomTroomRu;20;0,007516779;1100;1;675;14900000;14900000;45900
Música y baile;Música y baile;Animación;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;LuliPampin;0;0,018120805;2700;1;676;14900000;14900000;1200000
Música y baile;Música y baile;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;MattyBRaps;0;0,002691275;401;1;677;14900000;14900000;68000
Animación;Animación;Videojuegos;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;lachlan;656;0,254738255;37300;1;678;14900000;14900000;1600000
;;;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;vladynikishow;0;0,008053691;1200;1;679;14900000;14900000;444900
;;;;Ásia;Indonesia;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;vilmei;146;0,000979866;0;1;680;14900000;14900000;177900
;;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;theslowmoguys;2700;0,571140940;82400;1;681;14900000;14900000;1600000
Noticias y Política;Noticias y Política;;;África;Marruecos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;aljazeera;57;0,005677852;789;1;682;14900000;14900000;20500
Videojuegos;Videojuegos;Humor;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;rebeccazamolo;3300;0,285234899;39200;1;683;14900000;14900000;3500000
Películas;Películas;Humor;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;MeghanTrainor;51;0,004308725;591;1;684;14900000;14900000;14100
Animación;Animación;Videojuegos;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;PrestonPlayz;840;0,122416107;17400;1;685;14900000;14900000;1000000
;;;;América del Sur;Argentina;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;Telemundo;16;0,002053691;290;1;686;14900000;14900000;12800
;;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;BigTastyAnimations;6;0,016147651;2400;1;687;14900000;14900000;82200
;;;;Ásia;Tailandia;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;GMM25Thailand;0;0,000308725;46;1;688;14900000;14900000;2200
Música y baile;Música y baile;Películas;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;majorlazer;1000;0,355033557;51900;1;689;14900000;14900000;1200000
Películas;Películas;Animación;;América del Norte;México;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;auron;989;0,353304054;51300;1;690;14800000;14800000;1100000
Deportes;Deportes;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;sportsnation;25;0,018412162;2700;1;691;14800000;14800000;72500
;;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;itsDrRyan;283;0,127587838;18600;1;692;14800000;14800000;465200
Películas;Películas;Animación;;Ásia;Indonesia;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;klara_tania;114;0,452797297;66900;1;693;14800000;14800000;1300000
Música y baile;Música y baile;Películas;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;StrayKids;2300;1,487837838;217900;1;694;14800000;14800000;1100000
;;;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;DEVKeExperiment;38;0,262418919;38800;1;695;14800000;14800000;1500000
Películas;Películas;Humor;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;dropout;407;0,109506757;15800;1;697;14800000;14800000;327500
Películas;Películas;Animación;;América del Sur;Brasil;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;NobruTV;170;0,338986486;50000;1;698;14800000;14800000;519100
Animación;Animación;Juguetes;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;LikeNastya_Stories;0;0,002503401;368;1;699;14700000;14700000;81800
;;;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;ZigandSharko;0;0,011564626;1700;1;700;14700000;14700000;127000
Música y baile;Música y baile;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;MartinGarrix;140;0,024761905;3500;1;701;14700000;14700000;42500
;;;;África;Egipto;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;facts806;56;0,012625850;1800;1;702;14700000;14700000;35100
;;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;zeetvtelugu;0;0,000510204;75;1;704;14700000;14700000;3000
;;;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;FACTFIREKING;221;0,313748299;45900;1;705;14700000;14700000;350400
Animación;Animación;;;América del Sur;Brasil;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;CrescendocomLuluca;1700;0,220408163;30700;1;706;14700000;14700000;638800
Animación;Animación;Humor;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;AlexaRivera;2600;0,336734694;46900;1;707;14700000;14700000;2600000
Videojuegos;Videojuegos;;;Europa;Rusia;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;Compot;2000;0,318367347;44800;1;708;14700000;14700000;1100000
;;;;América del Norte;México;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;luismendez1405;466;0,241945578;35100;1;709;14700000;14700000;262900
Música y baile;Música y baile;Películas;;Ásia;Indonesia;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;BobonSantoso;512;0,058585034;8100;1;710;14700000;14700000;205400
Animación;Animación;Humor;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;reactiontime;312;0,658585034;96500;1;711;14700000;14700000;2700000
Animación;Animación;Juguetes;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;bibotoysrus;0;0;0;1;712;14700000;14700000;110100
Videojuegos;Videojuegos;Humor;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;TommyInnit;4000;0,680272109;96000;1;713;14700000;14700000;744100
Deportes;Deportes;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;NickPro;130;0,107739726;15600;1;714;14600000;14600000;926200
Música y baile;Música y baile;Animación;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;crazyfrog;128;0,049506849;7100;1;715;14600000;14600000;452000
Películas;Películas;;;América del Norte;México;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;MARIANAMIAMORCH;459;0,356568493;51600;1;716;14600000;14600000;782700
Películas;Películas;Humor;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;user-ts8yv9np7m;0;4,109589041e-05;6;1;717;14600000;14600000;2400
;;;;América del Sur;Brasil;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;IDEIASINCRIVEIS;2;0,000620690;88;1;718;14500000;14500000;10000
Películas;Películas;Juguetes;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;boramtubetoysreview9575;0;0,000531034;77;1;719;14500000;14500000;8800
;;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;jomyproductionshorts;40;0,118896552;17200;1;720;14500000;14500000;424700
;;;;Ásia;Pakistán;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;geonews;1;0,000220690;31;1;721;14500000;14500000;1500
Música y baile;Música y baile;Animación;;América del Sur;Brasil;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;legendaefunk;9;0,001096552;150;1;722;14500000;14500000;4200
Películas;Películas;Juguetes;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;ComePlayWithMe;0;0;0;1;723;14500000;14500000;1100000
Animación;Animación;Videojuegos;;América del Sur;Brasil;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;Jazzghost;2200;0,415862069;58100;1;724;14500000;14500000;1200000
Música y baile;Música y baile;;;Ásia;Filipinas;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;WishFM1075official;142;0,009255172;1200;1;725;14500000;14500000;51900
Animación;Animación;Humor;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;LillySingh;26;0,014662069;2100;1;726;14500000;14500000;34100
DIY y Life Hacks;DIY y Life Hacks;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;RosannaPansino;448;0,045158621;6100;1;727;14500000;14500000;176900
Videojuegos;Videojuegos;Humor;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;airrack;3000;0,857931034;121400;1;728;14500000;14500000;3000000
;;;;América del Norte;México;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;MauMcMahon;923;0,796710345;114600;1;729;14500000;14500000;1900000
Películas;Películas;Animación;;Europa;Francia;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;cyprien;4300;1,465517241;208200;1;730;14500000;14500000;1900000
Música y baile;Música y baile;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;tseriesregional;5;0,000448276;60;1;731;14500000;14500000;3300
Música y baile;Música y baile;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;nehakakkar;815;1,493206897;215700;1;732;14500000;14500000;5400000
Ciencia y tecnología;Ciencia y tecnología;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;veritasium;4800;0,777931034;108000;1;733;14500000;14500000;2300000
Humor;Humor;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;ETVJabardasth;3;0,011744828;1700;1;734;14500000;14500000;85300
Música y baile;Música y baile;;;Ásia;Jordania;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;karameeshchannel;0;0,007586207;1100;1;735;14500000;14500000;200200
Animación;Animación;Humor;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;dangmattsmith;398;0,017917241;2200;1;736;14500000;14500000;69000
;;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;PetsSwag;60;0,049379310;7100;1;737;14500000;14500000;263200
Diseño/arte;Diseño/arte;Belleza;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;nikkietutorials;412;0,275944828;39600;1;738;14500000;14500000;443800
Música y baile;Música y baile;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;thinkmusicofficial;11;0,0118;1700;1;739;14500000;14500000;60600
Películas;Películas;Animación;;América del Norte;México;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;Drawblogs;23;0,002777778;377;1;740;14400000;14400000;8600
;;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;rupalchoudharytd;27;0,0314375;4500;1;741;14400000;14400000;113500
